PR,URL,HTTP status code,Content type,Is indexable page,Title,Title length,Meta description,Meta description length,H1,H1 length,Meta robots,Robots information in HTTP headers,Canonical URL,Canonical URL code,Size (bytes),No. of content words,Depth,No. of href inlinks,No. of inlinks dofollow,No. of internal outlinks,No. of external outlinks,Loading time (ms),Redirect URL,Redirect URL code,Final redirect URL,Final redirect URL code,Organic traffic,No. of backlinks,No. of dofollow backlinks,No. of nofollow backlinks,No. of referring domains,No. of referring pages
20,https://www.newyorkspecialed.net/districts/nyc-district-32-bushwick/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 32,40,"Suspension, MDR, and discipline rights for students with disabilities in District 32.",85,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-32-bushwick/discipline-rights.html,200,8941,2413,0,8,8,39,0,61,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-11-pelham-parkway/special-ed-updates.html,200,text/html; charset=utf-8,true,District 11 Special Education: Essential Parent Intel & Updates,63,"Stay ahead of District 11 special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",141,District 11 Special Education: Parent Intel,43,,,https://www.newyorkspecialed.net/districts/nyc-district-11-pelham-parkway/special-ed-updates.html,200,6588,1229,1,8,8,40,0,44,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/about/,200,text/html; charset=utf-8,true,About Rachel Whitcomb | New York Special Ed,43,Rachel Whitcomb is the founder of New York Special Ed and the parent of a twice-exceptional daughter whose story — and a single phrase from a teacher — changed the course of her life.,183,Rachel Whitcomb,15,,,https://www.newyorkspecialed.net/about/,200,11323,2028,1,1,1,15,0,13,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-17-crown-heights/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 17,40,"Suspension, MDR, and discipline rights for students with disabilities in District 17.",85,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-17-crown-heights/discipline-rights.html,200,9348,2562,0,8,8,39,0,67,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-31-staten-island/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 31,40,"Suspension, MDR, and discipline rights for students with disabilities in District 31.",85,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-31-staten-island/discipline-rights.html,200,9227,2635,0,9,9,39,0,44,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for District 1,32,"Prepare for your Committee on Special Education meeting in District 1. Tips for Bilingual IEP (Mandarin/Spanish), NEST autism programs.",135,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/cse-meeting-guide.html,200,9783,2683,0,9,9,39,0,46,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/new-rochelle-city-sd/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: New Rochelle City SD,48,"Direct phone numbers and emails for New Rochelle City SD Committee on Special Education (CSE), CPSE, and leadership offices.",124,,,,,https://www.newyorkspecialed.net/districts/new-rochelle-city-sd/leadership-directory.html,200,6392,1568,0,8,8,39,0,52,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-26-bayside/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for NYC District 26 Bayside Parents | NY Special Ed,70,"A parent advocacy guide for special education in NYC District 26 Bayside. Learn about CSE meetings, IEPs, parent rights, and how to advocate for your child.",156,Parent Advocacy Guide for NYC District 26 Bayside,49,,,https://www.newyorkspecialed.net/districts/nyc-district-26-bayside/parent-advocacy-guide.html,200,4453,962,2,1,1,40,0,38,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 27,40,"Suspension, MDR, and discipline rights for students with disabilities in District 27.",85,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/discipline-rights.html,200,8907,2461,0,8,8,39,0,74,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-75/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: District 75,39,"Direct phone numbers and emails for District 75 Committee on Special Education (CSE), CPSE, and leadership offices.",115,,,,,https://www.newyorkspecialed.net/districts/nyc-district-75/leadership-directory.html,200,6784,1791,0,9,9,39,0,47,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/rochester-city-sd/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: Rochester City SD,45,"Direct phone numbers and emails for Rochester City SD Committee on Special Education (CSE), CPSE, and leadership offices.",121,,,,,https://www.newyorkspecialed.net/districts/rochester-city-sd/leadership-directory.html,200,6413,1634,0,9,9,39,0,68,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/brentwood-ufsd/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: Brentwood UFSD,42,"Direct phone numbers and emails for Brentwood UFSD Committee on Special Education (CSE), CPSE, and leadership offices.",118,,,,,https://www.newyorkspecialed.net/districts/brentwood-ufsd/leadership-directory.html,200,6281,1564,0,8,8,39,0,49,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-16-bed-stuy/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 16,40,"Suspension, MDR, and discipline rights for students with disabilities in District 16.",85,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-16-bed-stuy/discipline-rights.html,200,8414,2140,0,8,8,39,0,69,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 13,39,Step-by-step guide to the 60-day special education evaluation timeline in District 13.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/evaluation-process.html,200,10195,2931,0,9,9,39,0,65,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/newburgh-enlarged-city-sd/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in Newburgh Enlarged City SD,53,Step-by-step guide to the 60-day special education evaluation timeline in Newburgh Enlarged City SD.,100,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/newburgh-enlarged-city-sd/evaluation-process.html,200,10122,2976,0,8,8,39,0,85,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-23-brownsville/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 23 Brownsville | NY Special Ed,84,"Navigating special education in NYC District 23 Brownsville? Understand your rights, CSE meetings, and find local advocates to support your child's needs.",154,Special Education Providers in NYC District 23 Brownsville,58,,,https://www.newyorkspecialed.net/districts/nyc-district-23-brownsville/partners.html,200,5278,835,1,8,8,40,9,44,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/poughkeepsie-city-sd/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in Poughkeepsie City SD | NY Special Ed,77,"Navigate special education in Poughkeepsie City SD. Understand CSE meetings, IEPs, and your rights. Find local advocates and resources for your child's needs.",158,Special Education Providers in Poughkeepsie City SD,51,,,https://www.newyorkspecialed.net/districts/poughkeepsie-city-sd/partners.html,200,5336,836,1,8,8,40,9,67,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/albany-city-sd/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in Albany City SD,43,"Suspension, MDR, and discipline rights for students with disabilities in Albany City SD.",88,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/albany-city-sd/discipline-rights.html,200,8750,2345,0,9,9,39,0,67,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-18-east-flatbush/,200,text/html; charset=utf-8,true,District 18 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 18. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 18 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-18-east-flatbush/,200,7700,1906,0,1,1,41,0,94,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-79/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: District 79,39,"Direct phone numbers and emails for District 79 Committee on Special Education (CSE), CPSE, and leadership offices.",115,,,,,https://www.newyorkspecialed.net/districts/nyc-district-79/leadership-directory.html,200,6427,1565,0,8,8,39,0,61,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for Mount Vernon City SD Parents | NY Special Ed,67,A parent's guide to navigating CSE meetings and special education in Mount Vernon City SD. Understand your rights and advocate for your child's IEP.,148,Parent Advocacy Guide for Mount Vernon City SD,46,,,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/parent-advocacy-guide.html,200,4946,1087,1,3,3,40,0,65,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/utica-city-sd/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for Utica City SD,35,"Prepare for your Committee on Special Education meeting in Utica City SD. Tips for 85% high needs, large refugee population, bilingual evaluations critical.",156,Navigating the CSE Meeting,26,,,https://www.newyorkspecialed.net/districts/utica-city-sd/cse-meeting-guide.html,200,9463,2581,0,8,8,39,0,86,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/special-ed-updates.html,200,text/html; charset=utf-8,true,District 13 Special Education: Essential Parent Intel & Updates,63,"Stay ahead of District 13 special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",141,District 13 Special Education: Parent Intel,43,,,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/special-ed-updates.html,200,6382,1183,1,9,9,40,0,50,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 30 Astoria | NY Special Ed,80,"Navigating special education in NYC District 30 Astoria? Learn about CSE meetings, IEPs, and your rights. Find local parent advocates and resources in Queens.",158,Special Education Providers in NYC District 30 Astoria,54,,,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/partners.html,200,5299,826,1,9,9,40,9,54,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for District 30,33,"Prepare for your Committee on Special Education meeting in District 30. Tips for Most linguistically diverse district in US, bilingual evals 100+ languages, CPSE backlogs.",171,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/cse-meeting-guide.html,200,10124,2823,0,9,9,39,0,74,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/buffalo-city-sd/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in Buffalo City SD,43,Step-by-step guide to the 60-day special education evaluation timeline in Buffalo City SD.,90,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/buffalo-city-sd/evaluation-process.html,200,10196,3018,0,9,9,39,0,43,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-10-riverdale/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: District 10,39,"Direct phone numbers and emails for District 10 Committee on Special Education (CSE), CPSE, and leadership offices.",115,,,,,https://www.newyorkspecialed.net/districts/nyc-district-10-riverdale/leadership-directory.html,200,6565,1744,0,8,8,39,0,56,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/guides/carter-cases-private-placement/,200,text/html; charset=utf-8,true,Carter Cases & Private Placements | newyorkspecialed.net,56,,,Carter Cases & Private Placements,33,,,https://www.newyorkspecialed.net/guides/carter-cases-private-placement/,200,7794,1911,1,0,0,35,0,22,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/white-plains-city-sd/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for White Plains City SD,42,"Prepare for your Committee on Special Education meeting in White Plains City SD. Tips for Suburban advocacy, bilingual services, inclusion models.",146,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/white-plains-city-sd/cse-meeting-guide.html,200,11432,3459,0,8,8,39,0,54,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-79/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 79 | NY Special Ed,72,"Navigating special education in NYC District 79? Learn about CSE meetings, IEPs, and your rights. Find local parent advocates and resources here to support your child.",167,Special Education Providers in NYC District 79,46,,,https://www.newyorkspecialed.net/districts/nyc-district-79/partners.html,200,5323,821,1,8,8,40,9,72,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/utica-city-sd/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for Utica City SD Parents | NY Special Ed,60,"A parent's guide to special education in Utica City SD. Learn about CSE meetings, IEPs, evaluations, and your rights as a parent advocate in New York.",150,Parent Advocacy Guide for Utica City SD,39,,,https://www.newyorkspecialed.net/districts/utica-city-sd/parent-advocacy-guide.html,200,4839,1018,1,3,3,40,0,59,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-14-williamsburg/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for District 14,33,"Prepare for your Committee on Special Education meeting in District 14. Tips for Bilingual IEP (Spanish/Polish/Yiddish), Hasidic community CPSE.",144,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/nyc-district-14-williamsburg/cse-meeting-guide.html,200,9770,2515,0,8,8,39,0,43,,,,,0,0,0,0,0,0
